"DATA_YEAR","VICTIM_ID","OFFENDER_ID","RELATIONSHIP_ID","NIBRS_VICTIM_OFFENDER_ID"
2017,100768514,103912513,16,30385574
2017,100768513,103912511,21,30385573
2017,100768552,103912549,6,30385580
2017,100768568,103912564,21,30385584
2017,100768582,103912575,1,30385587
2017,100768582,103912578,1,30385586
2017,100768602,103912604,16,30385593
2017,100768602,103912602,16,30385592
2017,100768603,103912607,17,30385594
2017,100768623,103912624,21,30385603
2017,100768631,103912631,19,30385608
2017,100768668,103912665,24,30385620
2017,100768662,103912665,24,30385617
2017,100768759,103912758,21,30385639
2017,100768797,103912801,1,30385651
2017,100768801,103912802,1,30385655
2017,100768905,103912926,13,30385688
2017,100768920,103912939,5,30385692
2017,100769269,103913306,1,30385766
2017,100769429,103913478,1,30385816
2017,100769753,103913795,1,30385893
2017,98891591,102008794,3,29803690
2017,98892484,102009724,21,29803931
2017,98900216,102017695,17,29806009
2017,98901577,102019165,18,29806371
2017,98902980,102020638,16,29806834
2017,98902980,102020639,16,29806833
2017,98902980,102020642,16,29806832
2017,98903824,102021504,3,29807128
2017,98905834,102023485,19,29807783
2017,98907363,102024979,1,29808227
2017,98907374,102024981,1,29808236
2017,98907374,102024979,1,29808234
2017,98907363,102024981,1,29808229
2017,98907778,102025402,18,29808384
2017,98915420,102033171,1,29810641
2017,98915420,102033169,3,29810639
2017,100769839,103913880,1,30385911
2017,100769974,103914025,3,30385946
2017,100769984,103914035,3,30385948
2017,100770319,103914357,18,30386029
2017,100770427,103914454,3,30386060
2017,100770942,103914941,21,30386197
2017,100771336,103915359,18,30386296
2017,100771424,103915453,18,30386331
2017,100771424,103915447,18,30386328
2017,100771476,103915513,18,30386342
2017,100771476,103915510,18,30386341
2017,100771481,103915523,18,30386344
2017,100771503,103915539,18,30386347
2017,100771547,103915585,18,30386357
2017,100771581,103915624,1,30386365
2017,100771606,103915644,18,30386372
2017,100771620,103915654,18,30386377
2017,100771614,103915654,14,30386375
2017,100771731,103915778,18,30386418
2017,100771841,103915880,18,30386454
2017,100772151,103916202,1,30386574
2017,100772183,103916236,16,30386579
2017,100772737,103916780,19,30386713
2017,100772733,103916780,17,30386712
2017,100772759,103916805,21,30386722
2017,100772796,103916844,5,30386729
2017,100773043,103917102,5,30386794
2017,100773043,103917101,4,30386793
2017,100773124,103917178,6,30386811
2017,100773185,103917243,16,30386829
2017,100773223,103917281,15,30386838
2017,100773233,103917287,1,30386841
2017,100773237,103917287,9,30386843
2017,100773244,103917287,16,30386846
2017,100744829,103888992,21,30377810
2017,100744826,103888992,13,30377808
2017,100744867,103889034,1,30377823
2017,100745728,103889813,16,30378091
2017,100746438,103890486,1,30378356
2017,100746443,103890492,22,30378359
2017,100746495,103890538,9,30378377
2017,100747239,103891307,3,30378624
2017,100748613,103892679,3,30379056
2017,100750384,103894408,17,30379655
2017,100750386,103894408,17,30379657
2017,100750811,103894789,17,30379769
2017,100752389,103896405,21,30380321
2017,100752389,103896406,24,30380320
2017,100752879,103896904,24,30380454
2017,100753390,103897449,18,30380599
2017,100754223,103898225,21,30380807
2017,100744056,103888186,16,30377579
2017,100744066,103888197,21,30377581
2017,100748016,103892070,1,30378874
2017,100749805,103893840,20,30379471
2017,100750060,103894088,14,30379543
2017,100750072,103894091,14,30379555
2017,100750072,103894088,24,30379552
2017,100750065,103894091,1,30379548
2017,100750060,103894091,24,30379545
2017,100750065,103894088,14,30379550
2017,100750192,103894200,16,30379597
2017,100750456,103894465,11,30379674
2017,100750615,103894607,1,30379714
2017,100752272,103896296,1,30380285
2017,100752628,103896659,9,30380383
2017,100753559,103897592,9,30380643
2017,99437568,102560783,26,29976832
2017,99443643,102567157,24,29978529
2017,99445031,102568524,21,29978940
2017,106745842,109994342,1,32235252
2017,106747663,109996284,16,32235803
2017,106748099,109996754,17,32235964
2017,106748111,109996754,19,32235966
2017,106749906,109998622,17,32236478
2017,106750645,109999393,18,32236717
2017,106315562,109550816,5,32104330
2017,106315845,109551102,18,32104405
2017,106315876,109551136,16,32104414
2017,106315867,109551136,16,32104413
2017,103072865,106264864,3,31144875
2017,103073285,106265277,21,31144962
2017,103073371,106265362,3,31144977
2017,103073725,106265708,16,31145052
2017,103073876,106265853,19,31145087
2017,103074306,106266279,18,31145161
2017,103075477,106267297,1,31145349
2017,103075562,106267375,1,31145363
2017,103076109,106267923,3,31145449
2017,103076177,106267991,16,31145460
2017,103077676,106269496,26,31145840
2017,99924497,103052938,1,30129139
2017,99925162,103053611,1,30129349
2017,99926332,103054808,1,30129767
2017,99926881,103055346,24,30129920
2017,99929913,103058354,24,30130844
2017,99944666,103073446,3,30134811
2017,99945117,103073871,21,30134927
2017,99945129,103073889,9,30134932
2017,99948788,103077587,16,30135951
2017,99949391,103078195,3,30136132
2017,99950498,103079250,19,30136397
2017,99950849,103079600,3,30136509
2017,99951877,103080624,21,30136799
2017,99953667,103082376,1,30137323
2017,99955615,103084297,6,30137831
2017,99956838,103085489,16,30138256
2017,99957205,103085857,18,30138371
2017,99957262,103085917,6,30138392
2017,99958597,103087194,3,30138825
2017,99959260,103087841,6,30139025
2017,99959349,103087930,13,30139042
2017,99959837,103088401,13,30139182
2017,99959848,103088430,18,30139192
2017,99960926,103089510,18,30139566
2017,99962266,103090880,15,30139934
2017,99962350,103090950,16,30139953
2017,99962608,103091240,3,30140082
2017,99974643,103102937,1,30144450
2017,99974718,103103013,16,30144470
2017,99979463,103107662,18,30145788
2017,99984028,103112203,5,30146990
2017,99984017,103112203,26,30146982
2017,99987675,103115853,18,30148232
2017,99990977,103119151,21,30149402
2017,101763739,104924833,9,30701278
2017,101765985,104927184,18,30701818
2017,101765991,104927180,18,30701822
2017,101765991,104927189,18,30701826
2017,101765985,104927189,18,30701819
2017,101765985,104927180,18,30701817
2017,101765991,104927192,18,30701827
2017,101765996,104927195,14,30701829
2017,101765989,104927195,14,30701825
2017,101765993,104927199,18,30701828
2017,101765998,104927199,18,30701830
2017,101766131,104927338,3,30701901
2017,101766331,104927534,15,30701999
2017,101766346,104927547,15,30702004
2017,101766365,104927568,1,30702007
2017,101766479,104927695,16,30702051
2017,101766681,104927900,21,30702122
2017,101766687,104927903,2,30702124
2017,101766675,104927880,19,30702121
2017,101766656,104927880,19,30702117
2017,101766665,104927880,21,30702119
2017,101766690,104927905,9,30702126
2017,99924719,103053161,1,30129243
2017,101766840,104928062,24,30702166
2017,99926848,103055311,17,30129909
2017,101766856,104928084,16,30702175
2017,99928777,103057218,18,30130466
2017,99928839,103057255,5,30130480
2017,99928826,103057248,17,30130476
2017,99928826,103057255,25,30130475
2017,99928839,103057248,25,30130482
2017,99928919,103057353,14,30130493
2017,99930672,103059126,3,30131038
2017,101767043,104928259,9,30702214
2017,99944717,103073481,16,30134819
2017,99945107,103073870,14,30134926
2017,99945514,103074271,5,30135028
2017,99946656,103075433,18,30135356
2017,99946720,103075501,21,30135380
2017,101767069,104928295,16,30702222
2017,99948309,103077090,16,30135804
2017,99949387,103078190,9,30136131
2017,99949393,103078190,18,30136133
2017,99950940,103079690,1,30136534
2017,99953341,103082059,17,30137221
2017,99954168,103082887,18,30137456
2017,99957467,103086093,16,30138469
2017,99957747,103086355,1,30138541
2017,99959532,103088106,16,30139105
2017,99437949,102561163,9,29976949
2017,99444155,102567672,21,29978705
2017,99444184,102567702,15,29978715
2017,99454449,102578364,5,29981761
2017,99455881,102579861,5,29982241
2017,99455864,102579860,16,29982233
2017,99455881,102579860,5,29982242
2017,99455874,102579860,16,29982239
2017,99455874,102579861,16,29982237
2017,99455864,102579861,16,29982232
2017,99456120,102580124,22,29982333
2017,99457261,102581336,26,29982769
2017,99457265,102581336,5,29982772
2017,99471503,102595823,1,29986986
2017,99471535,102595854,3,29986993
2017,99473938,102598336,10,29987692
2017,99479139,102603656,1,29989108
2017,99479185,102603700,15,29989114
2017,99483412,102608020,18,29990320
2017,99485252,102609888,10,29990845
2017,99439240,102562561,3,29977390
2017,99455721,102579717,5,29982200
2017,99457512,102581596,13,29982860
2017,99457554,102581637,3,29982877
2017,99458867,102582999,9,29983373
2017,99459809,102583969,3,29983707
2017,99460251,102584479,16,29983881
2017,99465955,102590183,18,29985528
2017,99465959,102590183,18,29985531
2017,100770183,103914238,5,30386001
2017,100771419,103915443,26,30386327
2017,100771801,103915834,18,30386441
2017,99469361,102593696,16,29986448
2017,99470152,102594484,26,29986605
2017,100772697,103916744,21,30386703
2017,100772742,103916783,9,30386715
2017,100772742,103916785,9,30386716
2017,99471547,102595865,18,29986999
2017,99474460,102598874,18,29987834
2017,99476461,102600872,21,29988341
2017,99480281,102604819,3,29989420
2017,99480324,102604850,16,29989429
2017,99480579,102605126,17,29989520
2017,99480620,102605168,15,29989526
2017,99480923,102605451,10,29989604
2017,101767974,104929204,19,30702470
2017,101767975,104929204,19,30702473
2017,101767985,104929204,17,30702474
2017,101768093,104929313,16,30702497
2017,101768721,104929936,9,30702664
2017,101769142,104930353,18,30702772
2017,101769187,104930399,1,30702787
2017,101769368,104930572,16,30702828
2017,101769397,104930599,16,30702833
2017,101769414,104930614,3,30702838
2017,101769674,104930876,18,30702925
2017,101769699,104930894,17,30702936
2017,101769875,104931070,24,30702991
2017,101769957,104931157,1,30703022
2017,101770007,104931194,17,30703038
2017,101770007,104931195,17,30703037
2017,101770151,104931347,15,30703086
2017,101770160,104931353,16,30703088
2017,101770630,104931827,3,30703262
2017,101771393,104932567,16,30703518
2017,101771402,104932567,18,30703522
2017,101771462,104932637,3,30703557
2017,101771629,104932793,14,30703601
2017,101771629,104932796,14,30703599
2017,99438321,102561571,3,29977090
2017,99443619,102567132,3,29978518
2017,99444374,102567891,1,29978778
2017,99444588,102568076,24,29978829
2017,99470230,102594573,16,29986627
2017,99471669,102596006,25,29987035
2017,99471672,102596005,25,29987036
2017,99471672,102596006,18,29987037
2017,99471669,102596005,18,29987034
2017,99474092,102598490,3,29987733
2017,99477140,102601563,21,29988539
2017,99480525,102605071,3,29989506
2017,99482071,102606631,5,29989939
2017,99484443,102609063,26,29990643
2017,99485931,102610569,16,29990999
2017,103045764,106237616,18,31138247
2017,103045769,106237616,18,31138249
2017,103045757,106237616,18,31138245
2017,103046149,106238004,18,31138374
2017,103047639,106239466,11,31138764
2017,103047819,106239641,3,31138803
2017,103048894,106240707,21,31139100
2017,103049353,106241170,17,31139203
2017,103049787,106241612,1,31139359
2017,103050119,106241963,3,31139419
2017,103050643,106242507,11,31139526
2017,103051291,106243191,24,31139655
2017,103052093,106244012,16,31139884
2017,103052349,106244268,24,31139958
2017,103052349,106244266,24,31139956
2017,103052349,106244269,24,31139961
2017,103052349,106244263,24,31139955
2017,103052409,106244344,1,31139987
2017,103052494,106244435,21,31140020
2017,103052613,106244538,19,31140060
2017,103053027,106244971,16,31140151
2017,98888836,102005928,13,29802820
2017,98892451,102009694,14,29803918
2017,98893684,102010976,18,29804261
2017,98893679,102010976,18,29804260
2017,98896379,102013719,17,29804958
2017,98898783,102016221,16,29805674
2017,98899703,102017175,21,29805887
2017,107505172,110769797,18,32474908
2017,107505172,110769799,18,32474910
2017,107505172,110769801,18,32474915
2017,107505172,110769784,18,32474906
2017,107505172,110769800,18,32474913
2017,107506192,110770874,18,32475302
2017,107506645,110771331,5,32475435
2017,106286576,109522088,21,32096720
2017,107506642,110771331,5,32475433
2017,107506647,110771330,8,32475434
2017,106288967,109524458,3,32097245
2017,106288991,109524485,5,32097259
2017,106288991,109524482,5,32097258
2017,106289253,109524734,16,32097342
2017,106290048,109525542,21,32097531
2017,106284403,109519913,1,32096107
2017,106284403,109519917,1,32096108
2017,106285464,109520986,1,32096402
2017,106285747,109521282,20,32096504
2017,106287383,109522898,18,32096893
2017,106287998,109523513,21,32097055
2017,106289421,109524906,3,32097384
2017,106289426,109524906,16,32097385
2017,106290068,109525565,16,32097533
2017,106290149,109525650,24,32097543
2017,106290199,109525693,24,32097550
2017,106290199,109525692,24,32097552
2017,106290199,109525690,24,32097551
2017,106290199,109525695,24,32097549
2017,106290791,109526318,19,32097665
2017,106292150,109527603,19,32098104
2017,106292199,109527650,5,32098119
2017,106292199,109527648,19,32098117
2017,106292283,109527746,3,32098127
2017,106294161,109529597,1,32098544
2017,106294900,109530333,12,32098766
2017,106295746,109531144,16,32098932
2017,106295748,109531144,18,32098933
2017,106295853,109531244,24,32098972
2017,106295878,109531252,24,32098978
2017,106295878,109531249,24,32098977
2017,106296889,109532289,24,32099250
2017,106297606,109532979,3,32099474
2017,106298139,109533546,19,32099600
2017,106298445,109533854,18,32099698
2017,106298445,109533857,18,32099700
2017,106298578,109533968,18,32099750
2017,106299507,109534879,21,32099994
2017,106300462,109535809,19,32100274
2017,106303336,109538673,21,32100968
2017,106303875,109539183,21,32101099
2017,106304596,109539904,16,32101446
2017,106305135,109540433,3,32101594
2017,106305825,109541116,18,32101752
2017,106305823,109541116,19,32101750
2017,106306011,109541290,5,32101814
2017,106306006,109541290,21,32101813
2017,106306037,109541324,18,32101822
2017,106307869,109543066,18,32102234
2017,106311426,109546619,18,32103151
2017,106311973,109547189,17,32103278
2017,106312715,109547974,1,32103516
2017,106312749,109548005,3,32103525
2017,106312885,109548141,16,32103557
2017,106313314,109548589,20,32103663
2017,106313496,109548773,9,32103711
2017,106284227,109519732,1,32096048
2017,106286594,109522109,16,32096723
2017,106287166,109522669,26,32096828
2017,106288554,109524064,21,32097145
2017,106289001,109524495,3,32097262
2017,106291932,109527399,1,32098023
2017,106292473,109527956,21,32098184
2017,106292628,109528112,21,32098214
2017,106293246,109528667,20,32098329
2017,106293379,109528807,10,32098361
2017,106293379,109528806,5,32098359
2017,106294263,109529704,26,32098577
2017,106295324,109530755,1,32098846
2017,106295324,109530757,1,32098843
2017,106295851,109531235,3,32098970
2017,106295936,109531303,14,32098998
2017,106296980,109532376,17,32099278
2017,106297671,109533030,3,32099489
2017,106298485,109533878,14,32099711
2017,106298482,109533878,14,32099710
2017,106299364,109534730,16,32099970
2017,106299367,109534730,9,32099972
2017,106299523,109534894,1,32100009
2017,106299523,109534892,25,32100008
2017,106299525,109534892,1,32100010
2017,106299533,109534894,1,32100017
2017,106299531,109534892,1,32100013
2017,106299533,109534892,1,32100016
2017,106299525,109534894,25,32100012
2017,106299531,109534894,1,32100015
2017,106299571,109534941,3,32100025
2017,106301581,109536893,18,32100586
2017,106303331,109538669,3,32100966
2017,106303509,109538838,16,32100997
2017,106303707,109539024,3,32101068
2017,106306253,109541515,3,32101889
2017,106306276,109541540,1,32101894
2017,106307009,109542253,1,32102057
2017,106307078,109542319,1,32102075
2017,106307686,109542894,9,32102208
2017,106309538,109544698,5,32102649
2017,106309543,109544698,5,32102650
2017,106309535,109544698,5,32102646
2017,106311550,109546722,25,32103182
2017,106311538,109546722,14,32103176
2017,106311550,109546725,14,32103185
2017,106311538,109546725,25,32103177
2017,106311877,109547057,3,32103251
2017,106312449,109547677,19,32103441
2017,106312564,109547804,19,32103476
2017,106284381,109519892,24,32096096
2017,106284381,109519889,24,32096095
2017,106285798,109521329,21,32096518
2017,106285801,109521329,9,32096521
2017,106285933,109521446,13,32096550
2017,106285933,109521451,13,32096553
2017,106285923,109521446,13,32096547
2017,106285923,109521451,13,32096548
2017,106287184,109522697,3,32096840
2017,106289006,109524500,15,32097265
2017,106289179,109524665,15,32097321
2017,106290594,109526120,7,32097640
2017,106292101,109527559,18,32098090
2017,106292193,109527643,16,32098116
2017,106292318,109527781,16,32098138
2017,106292502,109527988,6,32098190
2017,106293470,109528908,19,32098397
2017,106294572,109530016,18,32098659
2017,106294926,109530366,18,32098770
2017,106295897,109531281,16,32098984
2017,106295944,109531316,3,32099002
2017,106297184,109532578,16,32099327
2017,106297200,109532593,3,32099332
2017,106297245,109532636,26,32099348
2017,106298088,109533495,26,32099586
2017,106298440,109533853,18,32099699
2017,106298451,109533853,18,32099701
2017,106298436,109533853,18,32099697
2017,106298980,109534364,5,32099867
2017,106299582,109534952,19,32100031
2017,106299616,109534980,3,32100041
2017,106284736,109520264,17,32096193
2017,106285393,109520919,3,32096389
2017,106285969,109521496,16,32096563
2017,106287437,109522959,17,32096907
2017,106287637,109523162,3,32096959
2017,106289466,109524933,24,32097397
2017,106289466,109524932,24,32097398
2017,106290022,109525511,3,32097528
2017,106290272,109525788,21,32097569
2017,106290474,109526000,24,32097609
2017,106290485,109526012,1,32097611
2017,106290488,109526010,1,32097614
2017,106290485,109526010,1,32097612
2017,106290488,109526012,1,32097613
2017,106291838,109527304,1,32097996
2017,106292424,109527892,3,32098177
2017,106293154,109528581,5,32098304
2017,106293506,109528944,26,32098415
2017,106294177,109529612,21,32098554
2017,106295316,109530753,3,32098841
2017,106296818,109532211,17,32099212
2017,106297278,109532669,18,32099358
2017,106297408,109532793,1,32099400
2017,106297568,109532932,1,32099456
2017,106297572,109532932,1,32099457
2017,106313785,109549046,21,32103789
2017,106314454,109549683,18,32103993
2017,106314599,109549843,1,32104044
2017,106316795,109552065,21,32104737
2017,106318664,109553987,1,32105190
2017,106309056,109544173,16,32102494
2017,106309055,109544173,16,32102492
2017,106310041,109545205,21,32102810
2017,106310542,109545713,3,32102959
2017,106312223,109547441,14,32103368
2017,106312303,109547520,18,32103399
2017,106312580,109547821,5,32103480
2017,106312580,109547818,5,32103479
2017,106312704,109547960,3,32103514
2017,106312908,109548167,16,32103561
2017,106314793,109550021,21,32104101
2017,106315488,109550752,18,32104311
2017,106316743,109552009,17,32104730
2017,106318069,109553357,18,32105065
2017,106287341,109522858,18,32096881
2017,106288189,109523688,16,32097091
2017,106289153,109524639,16,32097317
2017,106289275,109524755,5,32097343
2017,106289323,109524797,19,32097358
2017,106290223,109525727,21,32097557
2017,106291951,109527426,18,32098030
2017,106293555,109528984,5,32098429
2017,106293737,109529159,18,32098473
2017,106294450,109529889,15,32098622
2017,106297005,109532400,16,32099280
2017,106297505,109532878,1,32099436
2017,106303428,109538763,1,32100985
2017,106305786,109541091,26,32101737
2017,106306671,109541940,21,32101974
2017,106307836,109543030,9,32102225
2017,106308258,109543442,16,32102312
2017,106308404,109543573,21,32102343
2017,106309983,109545150,5,32102791
2017,106311993,109547199,1,32103286
2017,106312659,109547899,17,32103509
2017,106312764,109548026,16,32103531
2017,106313701,109548965,11,32103752
2017,106314289,109549524,1,32103952
2017,106315914,109551173,18,32104426
2017,106317389,109552670,15,32104880
2017,106318656,109553981,1,32105186
2017,106318747,109554069,1,32105220
2017,106745432,109993910,1,32235138
2017,106748709,109997380,22,32236150
2017,106748711,109997380,17,32236151
2017,106749857,109998563,16,32236465
2017,106750966,109999718,18,32236807
2017,106751277,109999998,18,32236911
2017,106752276,110001030,3,32237356
2017,106752456,110001184,11,32237404
2017,107517822,110782789,16,32479233
2017,107521275,110786347,17,32480208
2017,107534555,110800009,1,32484256
2017,107535185,110800667,16,32484416
2017,106708685,109955785,18,32225674
2017,106708738,109955845,16,32225685
2017,106710860,109958012,3,32226236
2017,106712582,109959820,13,32226632
2017,106713106,109960371,24,32226740
2017,106713601,109960872,25,32226882
2017,106707597,109954690,21,32225453
2017,106708075,109955172,16,32225535
2017,106709200,109956299,16,32225829
2017,106711726,109958900,13,32226410
2017,106711720,109958900,13,32226408
2017,106711904,109959097,16,32226446
2017,106712067,109959266,26,32226499
2017,106712219,109959420,2,32226540
2017,106713393,109960690,1,32226828
2017,106715721,109963149,3,32227290
2017,106715733,109963149,1,32227293
2017,106719448,109967172,21,32228132
2017,106722618,109970401,19,32228910
2017,106722626,109970401,15,32228912
2017,106722641,109970401,15,32228914
2017,106722633,109970401,15,32228913
2017,106722623,109970401,13,32228911
2017,106728526,109976567,3,32230308
2017,106728649,109976711,21,32230361
2017,106729361,109977416,19,32230544
2017,106729868,109977965,3,32230664
2017,106730446,109978589,19,32230813
2017,106731972,109980083,26,32231171
2017,106735805,109984036,16,32232274
2017,106737914,109986139,20,32232796
2017,106739557,109987793,16,32233325
2017,106741140,109989417,15,32233828
2017,106741147,109989417,15,32233830
2017,106741137,109989417,15,32233823
2017,106741125,109989417,15,32233820
2017,106741129,109989417,15,32233821
2017,106741924,109990272,21,32234074
2017,106746759,109995301,1,32235561
2017,106747250,109995829,16,32235686
2017,106748562,109997220,19,32236101
2017,106748569,109997219,19,32236102
2017,106748562,109997219,25,32236100
2017,106748569,109997220,19,32236103
2017,106752900,110001672,1,32237526
2017,106753195,110001996,21,32237600
2017,106754302,110003155,5,32237993
2017,106754881,110003754,21,32238231
2017,106756185,110005127,1,32238702
2017,106709986,109957128,3,32226038
2017,106710478,109957628,18,32226158
2017,106711429,109958570,21,32226341
2017,106711433,109958570,25,32226344
2017,106711433,109958574,21,32226342
2017,106711429,109958574,25,32226338
2017,106720708,109968488,17,32228445
2017,106721338,109969127,1,32228565
2017,106721368,109969154,5,32228573
2017,106722440,109970206,16,32228880
2017,106723668,109971446,16,32229110
2017,106727202,109975170,3,32229974
2017,106727286,109975267,21,32230001
2017,106748967,109997651,16,32236209
2017,106748990,109997681,3,32236216
2017,106750309,109999053,18,32236608
2017,106750327,109999079,21,32236613
2017,106736073,109984328,5,32232344
2017,106742513,109990907,5,32234259
2017,106742862,109991266,1,32234358
2017,106746200,109994692,3,32235379
2017,106748162,109996818,18,32235975
2017,106750136,109998876,16,32236548
2017,106750735,109999469,1,32236744
2017,106750714,109999469,1,32236734
2017,106750723,109999469,1,32236737
2017,106751109,109999851,21,32236845
2017,106752913,110001683,18,32237529
