"DATA_YEAR","SUSPECTED_DRUG_TYPE_ID","PROPERTY_ID","EST_DRUG_QTY","DRUG_MEASURE_TYPE_ID","NIBRS_SUSPECTED_DRUG_ID"
2017,17,97138487,1,9,8079175
2017,5,97138815,1,2,8079230
2017,5,97138887,1,1,8079239
2017,17,97140904,1,11,8079548
2017,5,97153770,0,1,8081202
2017,5,97155940,1,1,8081513
2017,12,97157051,1,1,8081612
2017,12,97159305,0,1,8081929
2017,5,97159469,1,3,8081948
2017,5,97161964,3,1,8082220
2017,5,97163306,1,1,8082399
2017,5,97167945,1,1,8082945
2017,17,97170412,1,11,8083229
2017,5,97174864,1,11,8083855
2017,12,97177333,6,9,8084203
2017,2,97180883,1,1,8084649
2017,12,97188685,3,1,8085955
2017,5,97188939,1,1,8086026
2017,5,97188969,1,11,8086040
2017,5,97138040,1,1,8079119
2017,13,97140282,2,1,8079450
2017,12,97140800,2,1,8079537
2017,12,97152558,0,1,8081079
2017,17,97154520,1,9,8081303
2017,5,97155385,3,1,8081431
2017,17,97155385,45,9,8081430
2017,5,97157879,1,11,8081748
2017,5,97167252,3,1,8082878
2017,5,97167532,1,1,8082900
2017,5,97168882,1,11,8083051
2017,12,97170978,2,9,8083250
2017,4,97177867,1,1,8084290
2017,5,97179522,3,1,8084536
2017,4,97186877,1,1,8085612
2017,5,97187982,1,1,8085791
2017,12,97187982,3,1,8085792
2017,17,97188670,1,9,8085944
2017,12,97188670,0,1,8085946
2017,5,97188670,0,1,8085941
2017,5,97188711,0,1,8085963
2017,5,97796040,1,1,8174770
2017,5,97796184,28,1,8174789
2017,5,99628737,46,1,8430909
2017,5,99629008,1,11,8430938
2017,12,99629616,20,5,8430985
2017,12,99629640,0,1,8430987
2017,12,99629982,0,1,8430998
2017,5,99630004,2,1,8431003
2017,12,99630022,1,1,8431007
2017,5,99630417,1,1,8431045
2017,5,99631816,1,1,8431240
2017,12,99632004,1,1,8431265
2017,5,99632594,1,11,8431320
2017,12,99632804,1,11,8431354
2017,12,99632923,1,9,8431370
2017,5,99633226,1,11,8431397
2017,16,99633280,1,11,8431407
2017,5,96310394,1,1,7956908
2017,12,96311625,0,1,7957208
2017,12,96317629,1,1,7958235
2017,5,96321056,28,1,7958872
2017,17,96321056,5,1,7958874
2017,5,96326638,351,1,7959796
2017,5,99886490,1,11,8471691
2017,5,99889425,1,1,8472568
2017,11,99889481,2,3,8472582
2017,5,99889481,2,1,8472583
2017,5,99889513,65,1,8472588
2017,5,99890731,0,1,8472805
2017,12,99897010,1,11,8473778
2017,12,99897836,1,9,8473885
2017,17,99897962,5,9,8473909
2017,12,99902966,9,9,8474758
2017,16,99902966,0,1,8474759
2017,12,99904124,0,1,8474947
2017,17,99904576,3,9,8475045
2017,12,99904576,1,1,8475046
2017,17,99906071,1,9,8475208
2017,12,99906617,1,9,8475278
2017,12,99907993,1,1,8475590
2017,12,99908201,1,1,8475640
2017,5,99908412,6,1,8475701
2017,12,99908540,4,1,8475752
2017,5,99908889,6,1,8475858
2017,12,99910035,1,11,8476197
2017,12,99910537,4,1,8476331
2017,5,99910673,39,1,8476362
2017,12,99913952,4,1,8476938
2017,12,99914119,2,1,8476974
2017,17,99914480,2,9,8477031
2017,12,99917079,5,1,8477557
2017,5,99919213,9,1,8477925
2017,5,99919601,0,1,8478002
2017,5,99885591,8,1,8471412
2017,12,101529798,5,1,8725361
2017,5,101534216,25,1,8726208
2017,16,101534356,1,1,8726241
2017,16,101535952,1,1,8726478
2017,5,101536592,3,1,8726566
2017,5,101537598,9,1,8726696
2017,5,101540840,1,1,8727250
2017,2,101542960,1,1,8727530
2017,12,101549953,0,1,8728701
2017,12,101554160,0,1,8729814
2017,12,101554506,1,1,8729956
2017,5,99896903,4,1,8473770
2017,12,99899565,1,9,8474272
2017,2,99901113,2,9,8474521
2017,5,99902994,6,1,8474761
2017,12,99905297,2,9,8475120
2017,12,99907319,1,1,8475429
2017,12,99908528,3,1,8475743
2017,5,99908919,2,1,8475868
2017,12,99911658,1,9,8476548
2017,5,99912225,1,11,8476678
2017,5,99914963,1,1,8477125
2017,17,99914963,1,9,8477127
2017,12,99914963,2,9,8477126
2017,12,99914999,2,1,8477138
2017,5,99915418,0,1,8477236
2017,5,99916301,0,1,8477388
2017,12,99916410,4,1,8477411
2017,12,99916543,1,1,8477424
2017,9,99918649,2,9,8477855
2017,5,99918649,59,1,8477857
2017,5,99919172,1,3,8477918
2017,17,99919326,14,1,8477947
2017,12,99919326,0,1,8477950
2017,5,99919326,0,1,8477949
2017,16,99906621,14,9,8475280
2017,12,99907540,1,1,8475502
2017,12,99910969,1,11,8476417
2017,12,99911016,1,11,8476436
2017,5,99919571,0,1,8477991
2017,5,99919613,2,1,8478011
2017,4,99919675,0,1,8478038
2017,12,99919923,1,11,8478075
2017,12,99885460,2,1,8471395
2017,12,99885603,1,1,8471413
2017,12,100903969,1,1,8624866
2017,12,100906282,1,1,8625237
2017,5,100906954,1,3,8625330
2017,12,100907103,1,1,8625368
2017,5,100907103,2,1,8625369
2017,5,100907632,2,1,8625472
2017,5,100909196,1,11,8625756
2017,5,100912658,1,11,8626206
2017,5,100914155,1,1,8626367
2017,12,100914527,0,1,8626396
2017,5,100915134,4,1,8626463
2017,5,100918552,1,1,8626886
2017,12,100918703,6,1,8626915
2017,5,100922037,2,1,8627421
2017,12,100923400,27,1,8627616
2017,5,100923877,0,1,8627710
2017,12,100924338,0,1,8627763
2017,5,100924962,1,11,8627872
2017,5,100926421,3,1,8628108
2017,5,100926800,0,1,8628181
2017,12,100926953,0,1,8628194
2017,15,100926977,2,9,8628201
2017,17,100927251,2,3,8628255
2017,5,100927251,7,3,8628256
2017,4,100931872,1,1,8629198
2017,5,100933131,0,1,8629565
2017,5,100933345,1,1,8629618
2017,12,100934086,0,1,8629765
2017,5,103238476,10,1,9020905
2017,5,103238476,1,9,9020906
2017,17,101516434,1,9,8723629
2017,5,101519486,11,1,8724060
2017,12,101523534,2,1,8724627
2017,12,101526550,1,9,8724941
2017,5,101527259,0,1,8725016
2017,5,101533247,5,1,8725924
2017,12,101535975,2,1,8726481
2017,16,103247793,13,1,9022487
2017,5,101537074,7,1,8726612
2017,5,103247956,0,1,9022530
2017,5,101537958,1,1,8726760
2017,12,103247956,1,9,9022529
2017,12,101539273,2,1,8726940
2017,5,101541217,0,1,8727310
2017,5,101545761,3,1,8727948
2017,5,101550213,212,1,8728779
2017,5,101550534,13,1,8728830
2017,12,101551816,2,9,8729072
2017,12,101552435,1,9,8729173
2017,17,101552435,3,1,8729175
2017,5,101553923,1,9,8729714
2017,5,101554712,3,1,8730037
2017,12,101554712,0,1,8730036
2017,5,101554841,1,1,8730118
2017,10,103252966,0,3,9023373
2017,12,101516433,1,9,8723627
2017,5,101517557,0,1,8723803
2017,8,101518317,2,9,8723907
2017,13,101518542,8,9,8723925
2017,5,101519137,1,1,8724015
2017,5,101519879,1,11,8724129
2017,12,101520867,0,1,8724290
2017,5,101523189,5,1,8724598
2017,17,101523189,13,9,8724597
2017,5,101525786,0,1,8724875
2017,12,101526587,1,9,8724946
2017,12,101526861,0,1,8724971
2017,12,101527072,1,11,8724998
2017,5,101527271,0,1,8725017
2017,12,101528508,1,3,8725154
2017,12,101528877,1,11,8725209
2017,5,101529409,1,1,8725283
2017,12,101531501,1,1,8725637
2017,12,101531878,5,1,8725695
2017,2,101532095,1,11,8725730
2017,5,101532402,1,1,8725757
2017,5,101533868,2,1,8726148
2017,5,101534407,1,1,8726248
2017,16,101536107,4,9,8726504
2017,12,101536731,1,1,8726577
2017,5,101537561,1,1,8726682
2017,5,101537590,2,1,8726691
2017,12,101538464,1,9,8726827
2017,17,101540946,3,1,8727269
2017,12,101541191,1,3,8727299
2017,12,101543140,1,1,8727568
2017,5,101543140,1,1,8727569
2017,17,101545750,1,11,8727940
2017,12,101546275,4,1,8728044
2017,5,101546627,1,1,8728098
2017,12,101548083,1,1,8728306
2017,5,101550098,2,1,8728743
2017,12,101550101,2,1,8728746
2017,5,101550101,2,1,8728744
2017,5,101550212,0,3,8728778
2017,5,101550415,6,1,8728809
2017,12,101550609,0,1,8728852
2017,5,101552407,3,1,8729164
2017,16,101552379,2,9,8729150
2017,5,101552524,1,1,8729195
2017,5,101552570,2,1,8729208
2017,5,101552713,0,1,8729261
2017,5,101552735,0,1,8729269
2017,12,101552765,1,1,8729278
2017,17,101553445,1,11,8729524
2017,5,101553705,0,1,8729617
2017,5,101554220,1,11,8729854
2017,16,101554750,16,9,8730055
2017,5,101554707,0,1,8730032
2017,16,101554707,13,9,8730034
2017,12,101516341,1,9,8723615
2017,5,101516848,0,3,8723683
2017,12,101520427,0,1,8724209
2017,5,101520874,30,1,8724293
2017,5,101520924,34,1,8724308
2017,5,101526754,1,11,8724958
2017,17,101527513,1,9,8725045
2017,12,101528287,32,1,8725128
2017,5,101528310,1,1,8725131
2017,12,101528763,1,11,8725196
2017,5,101529978,0,1,8725405
2017,5,101530110,11,1,8725416
2017,12,101530610,1,9,8725486
2017,17,101530610,35,9,8725487
2017,17,101530668,9,9,8725507
2017,15,101535624,10,9,8726429
2017,5,101536062,1,1,8726494
2017,16,101536283,1,1,8726535
2017,12,101536283,1,1,8726534
2017,12,101536746,1,1,8726581
2017,5,101537079,0,1,8726613
2017,1,101537582,1,9,8726688
2017,5,101539770,1,11,8727041
2017,5,101539329,1,1,8726945
2017,5,101540424,1,11,8727181
2017,5,101542114,12,1,8727410
2017,17,101543066,15,1,8727554
2017,12,101543066,3,1,8727553
2017,12,101545759,1,1,8727947
2017,16,101550065,1,9,8728729
2017,5,101522429,12,1,8724534
2017,5,101523081,1,9,8724585
2017,12,101523100,0,1,8724587
2017,5,101524764,5,1,8724733
2017,12,101526839,1,9,8724967
2017,5,101528598,3,1,8725163
2017,5,101529748,1,1,8725340
2017,16,101530156,1,9,8725419
2017,12,101530235,1,1,8725429
2017,5,101530673,6,1,8725509
2017,12,101531786,1,11,8725689
2017,5,101533637,37,1,8726076
2017,12,101534059,1,1,8726181
2017,16,101535615,4,1,8726427
2017,5,101535615,7,1,8726428
2017,12,101536791,1,1,8726587
2017,5,101537594,16,1,8726695
2017,5,101539287,86,1,8726941
2017,12,101541457,1,1,8727341
2017,5,101542530,4,1,8727453
2017,12,101542530,4,1,8727455
2017,12,101542631,2,1,8727467
2017,17,101545917,1,9,8727995
2017,12,101550073,0,1,8728733
2017,5,101550197,0,1,8728773
2017,5,101550073,2,1,8728732
2017,12,100262958,1,11,8527053
2017,12,100265616,1,1,8527554
2017,7,100265744,82,9,8527573
2017,12,100266808,1,1,8527724
2017,12,100267145,0,1,8527807
2017,12,100270839,1,1,8528629
2017,15,100271835,23,9,8528813
2017,12,100271835,2,1,8528814
2017,12,100275328,1,1,8529391
2017,12,100276351,2,9,8529572
2017,5,100276696,1,11,8529612
2017,5,100276802,1,11,8529625
2017,17,100277228,1,9,8529703
2017,5,100277692,54,1,8529770
2017,5,100279224,0,1,8530111
2017,17,100279380,2,9,8530165
2017,5,100282563,1,9,8530650
2017,5,100282993,0,1,8530719
2017,5,100283268,1,1,8530763
2017,5,100286612,1,1,8531316
2017,5,100286735,2,1,8531338
2017,5,100286747,0,1,8531344
2017,12,100286809,0,1,8531356
2017,5,100286809,0,1,8531357
2017,12,100286834,0,1,8531365
2017,5,100289375,1,1,8531787
2017,17,100265335,4,9,8527503
2017,5,100267019,1,11,8527773
2017,5,100269615,13,1,8528358
